time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,At31_episodes,At31_episodes_disability_recorded,At31_episodes_disability_recorded_percent,Autism_percent,Behaviour_percent,Communication_percent,Consciousness_percent,Hand_Function_percent,Hearing_percent,Incontinence_percent,Learning_Difficulties_percent,Mobility_percent,Personal_care_percent,Vision_percent,Other_percent
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Recorded disability,4693,325,6.9,61.2,0,21.5,4,2.2,14.8,0,0,16.3,0,0,12.9
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Recorded disability,3228,467,14.5,31.5,21.6,8.1,2.1,1.5,4.3,4.5,30.8,17.3,4.1,8.1,12.6
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Recorded disability,4712,272,5.8,48.9,23.9,c,7.7,0,5.9,0,20.2,8.8,0,5.1,30.1
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Recorded disability,228,23,10.1,26.1,c,0,0,0,c,0,43.5,c,c,c,0
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Recorded disability,8388,1056,12.6,28.2,8.6,5.2,c,0.7,2.7,1.5,18.5,6.3,1,2.7,53.5
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Recorded disability,3284,333,10.1,48.3,23.7,15.3,4.2,4.5,5.4,6.9,41.7,17.7,8.4,11.1,11.1
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Recorded disability,2699,304,11.3,29.9,49.3,60.9,3,5.6,23.4,10.9,68.8,c,9.9,29.9,76.3
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Recorded disability,877,136,15.5,24.3,18.4,33.1,9.6,7.4,c,14,47.8,22.1,19.1,11.8,39
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Recorded disability,3879,417,10.8,7.2,18.9,21.3,c,0,3.1,c,89.4,17,c,4.6,7.7
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Recorded disability,1590,230,14.5,34.3,c,c,0,0,3,c,62.2,c,0,7.4,30.4
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Recorded disability,1456,371,25.5,36.7,27.5,13.7,5.1,c,3,4,42,7.3,4.3,4,19.1
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Recorded disability,5663,688,12.1,29.4,29.9,26.6,6.1,10.6,4.7,20.3,48,30.5,31,4.8,19.6
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Recorded disability,3429,384,11.2,26.8,25,25.5,3.6,c,5.7,12.2,56.5,25.3,11.5,7.6,20.8
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Recorded disability,1597,253,15.8,34.4,14.6,18.2,2.4,c,15.4,c,49.4,20.2,3.6,14.2,9.9
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Recorded disability,3004,218,7.3,41.3,28.9,26.6,0,2.8,c,15.1,41.7,19.3,18.3,6.9,26.1
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Recorded disability,3914,679,17.3,10.2,4,1.5,2.9,c,1.8,c,18.3,3.7,0,1.9,69.1
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Recorded disability,2159,321,14.9,29,25.5,31.8,8.4,3.1,7.8,11.5,64.5,20.2,17.1,10,21.8
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Recorded disability,3588,381,10.6,31.5,19.2,0,0,c,1.8,6.6,71.4,5.5,0,3.9,0
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Recorded disability,1174,189,16.1,49.2,7.9,30.2,c,5.8,5.8,9.5,51.9,14.8,15.3,11.1,28.6
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Recorded disability,3388,357,10.5,44.8,21.8,19.6,c,0,3.4,3.6,47.9,12.9,8.1,6.7,3.6
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Recorded disability,1382,236,17.1,44.5,20.8,41.1,6.8,5.1,4.7,15.3,50.8,17.8,18.6,9.3,15.3
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Recorded disability,6453,849,13.2,32.2,13.5,13.2,5.2,0,4.9,5.5,30.4,17.3,9.9,7.3,25.4
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Recorded disability,5058,1030,20.4,41.4,6.1,2.4,0,c,2.2,0,19.4,13.5,0,2.7,26.3
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Recorded disability,1874,404,21.6,45.5,10.4,20.3,2,4.2,5.4,c,39.4,20.8,18.3,12.4,29
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Recorded disability,4729,915,19.3,20.7,36.5,34.2,10.3,6.3,5.7,7.8,42.6,13,12.9,7,28
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Recorded disability,1856,232,12.5,31,16.4,11.6,4.3,0,4.7,2.6,44.4,12.1,3.4,3.4,12.5
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Recorded disability,1420,168,11.8,33.9,26.2,11.9,c,c,4.2,3.6,34.5,14.9,c,8.9,30.4
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Recorded disability,3532,654,18.5,24.5,32.1,25.2,1.5,5.8,5.5,12.4,45,20.5,15.9,9.3,27.4
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Recorded disability,1847,155,8.4,49.7,20.6,12.9,c,c,c,c,36.1,18.7,7.1,5.8,14.2
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Recorded disability,1043,108,10.4,45.4,25,7.4,11.1,c,c,0,30.6,13.9,c,7.4,33.3
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Recorded disability,2039,200,9.8,0,49.5,20.5,11.5,c,8,4.5,58.5,13,6.5,8,20
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Recorded disability,3338,603,18.1,34.8,19.6,8,4,c,3.3,1.7,31.3,16.4,1.7,6.1,14.8
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Recorded disability,3135,396,12.6,29.5,16.4,7.3,4.5,c,2.8,3,36.1,14.4,2.3,6.8,8.3
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Recorded disability,8585,1015,11.8,18.9,5.9,17.5,4.8,0,3.8,0,61,23.1,c,12.8,27.3
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Recorded disability,1178,225,19.1,36,23.6,19.1,4.9,4,c,5.3,30.7,14.7,6.2,3.6,28.4
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Recorded disability,10370,1356,13.1,40.7,15.5,13.9,8,0.8,5.1,4.5,32.5,22,2.9,8.3,4.1
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Recorded disability,2417,327,13.5,47.7,23.5,9.5,5.8,c,3.4,1.8,44,12.8,c,5.5,20.5
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Recorded disability,2156,385,17.9,50.6,42.3,49.9,13.5,11.7,10.1,26,77.7,25.7,33.8,16.9,4.7
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Recorded disability,4511,495,11,33.7,26.9,23.6,13.5,7.1,5.9,13.7,55.4,22.2,16.6,11.3,25.7
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Recorded disability,1645,196,11.9,30.6,46.9,36.7,12.8,9.7,4.6,22.4,60.7,19.4,35.2,9.2,7.7
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Recorded disability,1635,143,8.7,55.2,10.5,0,0,0,0,0,33.6,40.6,c,0,24.5
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Recorded disability,1426,221,15.5,30.8,12.7,8.6,5.9,c,5,c,30.8,40.7,c,5.4,2.7
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Recorded disability,2657,450,16.9,37.1,20,5.3,c,0,3.6,3.1,49.1,4.2,1.3,4.7,16.2
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Recorded disability,5932,1004,16.9,42.8,32.5,49,4.3,3.3,5.9,5.4,50.1,28.1,8.8,12,10.2
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Recorded disability,1065,146,13.7,21.2,11.6,23.3,c,c,c,c,39,42.5,6.2,13.7,4.8
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Recorded disability,4699,243,5.2,49.8,11.9,19.8,6.6,14,4.9,11.9,60.9,11.1,5.8,7.8,2.9
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Recorded disability,737,57,7.7,54.4,21.1,22.8,c,c,c,10.5,31.6,15.8,15.8,c,c
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Recorded disability,898,53,5.9,60.4,30.2,c,c,c,0,c,34,13.2,c,0,20.8
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Recorded disability,993,245,24.7,48.6,19.2,17.6,5.7,3.7,6.1,9.4,32.7,10.2,10.6,9,21.2
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Recorded disability,1351,136,10.1,39,4.4,c,15.4,0,c,0,47.1,25,0,c,27.9
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Recorded disability,2950,404,13.7,28.7,23,34.7,5.2,2.2,3.7,3.7,53.5,14.6,5.2,8.9,13.6
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Recorded disability,4149,548,13.2,39.6,13.1,8.2,15.1,c,4.7,4,46.7,16.1,6.2,10.2,31.4
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Recorded disability,4595,1542,33.6,31.8,46.8,46.4,1.4,9.7,7.9,17.4,55.7,20.3,23.2,11.5,19.2
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Recorded disability,2712,219,8.1,47.9,31.1,28.3,6.4,4.1,4.6,13.7,41.1,15.5,20.5,6.4,20.1
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Recorded disability,4163,277,6.7,31.8,14.8,11.9,0,0,0,0,59.2,28.2,0,c,6.9
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Recorded disability,28,c,c,c,0,c,0,0,0,0,c,0,0,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Recorded disability,1187,165,13.9,26.1,22.4,26.1,8.5,7.9,7.9,13.9,52.7,21.8,18.8,7.3,13.9
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Recorded disability,1757,318,18.1,28,48.7,33.6,8.2,10.1,6.3,27.7,40.6,23,34.3,8.5,21.7
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Recorded disability,1103,162,14.7,33.3,27.2,27.2,c,4.3,c,12.3,37.7,18.5,15.4,8.6,19.8
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Recorded disability,2608,316,12.1,15.5,37.3,25,4.1,3.2,2.8,9.5,55.7,18.4,13.6,5.7,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Recorded disability,1683,307,18.2,32.2,31.6,30,13.7,10.1,6.2,19.9,41.7,31.6,24.4,8.8,36.5
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Recorded disability,2277,241,10.6,37.3,11.6,2.9,c,0,4.6,0,20.7,12.9,0,c,7.5
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Recorded disability,1067,184,17.2,17.4,32.6,33.2,8.7,6.5,6,17.9,62.5,19,27.2,13.6,20.7
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Recorded disability,2951,326,11,31.6,17.2,37.1,10.4,16.3,5.8,24.2,47.9,41.1,35.9,10.4,18.1
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Recorded disability,1717,428,24.9,29,13.1,26.9,4.9,3.3,4.4,c,83.2,12.1,4.4,3.7,14
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Recorded disability,70,c,c,c,c,c,0,0,0,0,c,0,0,0,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Recorded disability,2904,416,14.3,45.2,24.5,24.3,4.3,c,5.5,2.6,36.1,13.7,3.1,5,20.4
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Recorded disability,1822,158,8.7,31,c,0,c,0,c,0,8.2,5.7,0,c,48.7
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Recorded disability,2073,150,7.2,44,7.3,0,8.7,0,4.7,0,19.3,8.7,0,6.7,41.3
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Recorded disability,2083,288,13.8,45.8,6.6,5.2,0,c,4.2,c,55.9,13.5,c,3.5,18.1
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Recorded disability,851,101,11.9,14.9,22.8,5.9,c,0,c,0,47.5,c,c,c,c
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Recorded disability,2909,356,12.2,39.3,18.3,41,5.6,15.7,c,18.8,48.3,21.3,35.7,8.4,48.9
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Recorded disability,2356,380,16.1,48.9,14.5,15.5,3.7,c,3.2,1.6,26.6,13.9,2.4,6.3,12.9
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Recorded disability,3372,455,13.5,35.6,20.9,25.5,2.9,2.6,5.5,10.5,31.6,18.5,14.3,6.8,20.2
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Recorded disability,2570,459,17.9,51.4,9.2,7.8,3.1,0,1.7,0,24.4,5.7,0,4.1,14.6
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Recorded disability,3503,356,10.2,45.8,8.1,2,11.8,0,3.7,c,41.3,8.7,c,3.9,45.8
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Recorded disability,2172,165,7.6,17.6,16.4,24.8,c,c,c,c,13.9,7.3,c,c,18.8
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Recorded disability,1455,200,13.7,49,12,12,c,3,5,c,39.5,16,c,6,29
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Recorded disability,2536,129,5.1,35.7,20.2,17.1,c,0,7,c,27.1,8.5,c,4.7,8.5
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Recorded disability,1923,225,11.7,28,14.7,25.8,c,c,4.4,5.8,55.1,26.7,6.7,7.1,24.4
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Recorded disability,1594,292,18.3,42.8,43.8,66.4,12.7,37,14.7,9.6,78.8,41.1,62.7,18.8,24.3
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Recorded disability,2502,216,8.6,45.8,19,30.1,11.1,18.1,3.7,0,32.4,3.2,0,10.2,13.9
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Recorded disability,2338,510,21.8,13.1,30.2,17.5,7.3,c,4.1,7.1,64.9,15.5,4.5,9.2,32
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Recorded disability,4536,356,7.8,42.4,14,19.7,2,4.5,5.1,6.5,33.1,14.9,7.3,7.6,6.5
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Recorded disability,2673,216,8.1,44,c,2.8,c,0,c,0,12.5,9.7,c,5.1,19.9
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Recorded disability,2689,547,20.3,48.1,7.5,11.2,0,c,4,c,27.6,23.8,c,4.9,3.8
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Recorded disability,2558,474,18.5,54,17.7,9.1,0,c,5.5,1.3,35.4,20,1.5,4.9,20.7
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Recorded disability,1820,228,12.5,44.3,17.5,12.7,7.9,c,6.1,3.9,37.7,14.5,2.6,9.2,36.4
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Recorded disability,2362,233,9.9,51.5,21,8.2,7.7,0,6,3,32.6,15,3,6,8.2
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Recorded disability,2535,247,9.7,33.2,19.4,23.1,18.2,0,7.3,c,63.6,15.4,c,6.5,10.9
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Recorded disability,1990,268,13.5,33.2,17.5,29.9,4.1,2.6,7.1,8.6,56.3,17.5,14.9,11.9,14.6
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Recorded disability,907,62,6.8,48.4,9.7,9.7,c,0,0,c,24.2,19.4,c,c,c
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Recorded disability,1360,167,12.3,42.5,29.3,28.1,6.6,c,4.2,13.8,39.5,15.6,14.4,6,17.4
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Recorded disability,2082,507,24.4,47.1,9.5,10.5,5.1,c,1.4,3.4,39.6,13.6,4.3,3,21.3
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Recorded disability,794,76,9.6,32.9,15.8,13.2,c,0,7.9,c,48.7,14.5,c,9.2,14.5
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Recorded disability,1645,332,20.2,55.1,31.9,42.8,11.4,9,5.4,19.9,15.1,19,0,2.4,9.6
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Recorded disability,2216,96,4.3,51,c,c,0,0,c,0,30.2,11.5,0,7.3,25
2018,Reporting year,National,E92000001,England,,,,,,Recorded disability,404710,49770,12.3,33.7,20.7,20.5,5.1,3.4,4.9,7.2,44.4,18.2,9.5,7.9,21.6
2018,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Recorded disability,24270,2900,12,31.5,13.6,14.8,4.4,1.9,4.1,7.2,47.9,16.4,8,9.2,21.7
2018,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Recorded disability,58500,6160,10.5,32,23.4,16.7,3.6,1.2,4.5,4.9,43,17.4,6.9,7.6,14.6
2018,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Recorded disability,42110,4110,9.8,29.5,21.8,23.1,4.7,5,5.7,12.3,52.7,21.8,13.1,8.9,11.9
2018,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Recorded disability,29580,3380,11.4,29.9,20.4,10.7,6.3,1.8,5.4,3.5,32.8,18.3,4.5,5.8,38.2
2018,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Recorded disability,46210,5550,12,28.5,23.9,21.6,4.6,3.2,5.9,8.6,45.1,15.2,10.4,8,35.5
2018,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Recorded disability,34550,5600,16.2,33.8,19.3,20.3,4,3.5,4.8,5.8,39,16.4,10.6,7,26.3
2018,Reporting year,Regional,E92000001,England,E12000007,London,,,,Recorded disability,72810,9460,13,41,16.4,21.4,4.7,3.6,4.4,5.4,42.2,15.7,7.7,6.8,21
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Recorded disability,61720,7960,12.9,35.5,20.2,21.8,6.5,3.7,4.9,6.5,48.3,21.4,8.1,9.1,14.7
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Recorded disability,34960,4650,13.3,31.6,28.4,28.5,6.9,6.3,5.1,13.1,48.3,22.4,17.5,9.4,18
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Recorded disability,31460,3900,12.4,37.8,16.2,21.6,3.7,2.7,4.2,5.6,44,11.7,9,6.7,26.8
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Recorded disability,41350,5560,13.4,43.2,16.6,21.3,5.4,4.2,4.5,5.3,41,18.5,6.8,7,16.8
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Recorded disability,900,134,14.9,35.8,11.2,7.5,0,0,c,c,34.3,9.7,c,c,24.6
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Recorded disability,3570,187,5.2,36.4,49.7,65.2,17.6,10.7,8.6,37.4,75.9,42.8,50.8,23,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Recorded disability,1703,375,22,28,17.9,23.7,3.5,1.6,5.6,5.3,47.7,19.5,5.9,10.9,51.2
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Recorded disability,1365,177,13,46.3,9,10.2,c,c,3.4,c,36.2,14.7,c,5.6,3.4
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Recorded disability,2231,314,14.1,36,5.1,4.8,2.5,c,5.7,2.2,49.4,15.6,c,8,4.8
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Recorded disability,2836,538,19,23.4,24.2,17.3,6.3,2,0,11.7,40.5,16.7,11.5,8.2,30.9
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Recorded disability,1264,165,13.1,6.1,c,c,c,0,6.1,0,88.5,c,c,11.5,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Recorded disability,2692,386,14.3,40.7,2.8,5.2,c,0,2.6,1.8,40.7,12.4,c,4.7,16.8
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Recorded disability,1291,185,14.3,36.2,c,9.2,14.1,c,4.9,c,44.3,17.3,c,12.4,38.9
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Recorded disability,1344,180,13.4,27.2,13.9,16.7,c,c,7.2,10,50.6,16.7,15,15.6,8.3
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Recorded disability,2174,207,9.5,30.9,6.8,6.8,c,c,4.8,4.8,49.8,15,4.8,6.8,25.6
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Recorded disability,2899,53,1.8,47.2,c,c,0,0,c,c,15.1,c,c,0,20.8
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Recorded disability,1690,128,7.6,24.2,20.3,17.2,c,c,4.7,c,51.6,27.3,4.7,7.8,7.8
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Recorded disability,1796,139,7.7,25.9,5,5,12.2,c,c,5,51.8,21.6,4.3,5.8,7.9
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Recorded disability,2173,130,6,21.5,28.5,30.8,4.6,6.2,4.6,14.6,53.1,20,17.7,5.4,9.2
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Recorded disability,1408,224,15.9,28.1,25.9,21.9,0,0,3.1,c,44.2,c,0,5.4,23.2
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Recorded disability,2182,212,9.7,38.7,16,10.8,c,c,5.2,7.1,31.6,17.9,6.1,12.7,14.2
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Recorded disability,2295,205,8.9,33.7,18.5,15.6,c,c,4.9,8.3,40,11.7,4.4,5.4,18
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Recorded disability,3305,333,10.1,34.8,19.5,18,5.1,2.7,4.8,5.7,54.4,17.4,8.1,6,9
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Recorded disability,1192,135,11.3,22.2,32.6,10.4,0,c,c,7.4,19.3,9.6,c,c,19.3
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Recorded disability,1173,92,7.8,43.5,c,14.1,c,c,c,c,33.7,15.2,c,7.6,15.2
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Recorded disability,8972,1241,13.8,25.1,28.7,19.5,3.4,1.9,5.1,4.4,52.9,18.9,8.1,8.8,5
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Recorded disability,3817,235,6.2,29.4,16.2,11.1,c,c,6,c,43,18.3,5.1,3,8.9
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Recorded disability,5634,330,5.9,38.2,17.3,5.5,0,0,3.9,0,38.8,0,0,12.4,27.9
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Recorded disability,2864,314,11,49.7,10.2,11.5,11.8,0,5.1,2.5,42.4,19.1,0,8,25.8
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Recorded disability,2115,336,15.9,39.6,5.1,5.4,3.6,c,c,4.5,23.5,26.5,6.5,7.4,20.5
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Recorded disability,2230,325,14.6,27.4,56,44.9,8.9,0,4.9,13.2,26.5,27.7,20.6,3.7,15.7
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Recorded disability,2165,276,12.7,27.5,30.8,46.4,5.1,2.5,8.3,8.3,63,28.6,12.7,17.8,30.8
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Recorded disability,1569,276,17.6,45.7,18.5,13.4,2.5,0,2.2,2.5,27.2,14.5,2.5,4,20.7
