time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,At31_episodes,N1_Abuse_or_neglect,N2_Childs_disability_or_illness,N3_Parents_disability_or_illness,N4_Family_in_acute_stress,N5_Family_dysfunction,N6_Socially_unacceptable_behaviour,N7_Low_income,N8_Absent_parenting,N9_Cases_other_than_CIN,N0_Not_stated
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Primary need at assessment,8972,5673,655,152,684,1577,42,22,167,0,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Primary need at assessment,3817,2534,99,46,320,527,124,7,124,6,30
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary need at assessment,5634,3571,302,291,355,440,189,36,105,34,311
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Primary need at assessment,2864,1087,245,52,74,750,52,c,18,c,580
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Primary need at assessment,2115,1467,339,26,123,120,22,0,18,0,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Primary need at assessment,2230,1601,119,21,62,281,29,0,11,85,21
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary need at assessment,2165,759,154,42,364,719,101,c,23,c,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary need at assessment,1569,836,290,20,76,299,34,0,14,0,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Primary need at assessment,2011,710,117,83,149,870,30,c,27,19,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Primary need at assessment,2510,2042,48,30,145,171,44,c,25,c,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Primary need at assessment,1502,603,103,17,396,266,66,c,19,29,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Primary need at assessment,1248,875,38,9,70,169,29,c,37,16,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Primary need at assessment,1732,1198,199,38,144,121,16,c,15,0,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Primary need at assessment,2913,2259,189,17,100,285,16,c,25,c,10
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Primary need at assessment,1512,1144,95,13,55,141,c,c,6,20,34
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Primary need at assessment,4476,3866,251,10,130,129,6,13,62,9,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Primary need at assessment,1454,987,32,29,80,221,62,0,31,12,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Primary need at assessment,2907,2336,175,30,95,217,17,c,32,c,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Primary need at assessment,1998,1155,309,17,69,340,28,c,16,59,c
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Primary need at assessment,3762,2513,201,54,232,569,23,12,66,48,44
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Primary need at assessment,2462,1868,180,22,72,196,35,c,34,c,44
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Primary need at assessment,5896,2984,177,84,180,209,120,21,130,0,1991
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Primary need at assessment,2138,1479,102,133,9,332,31,c,14,36,c
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Primary need at assessment,1034,473,76,6,49,264,16,0,62,45,43
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Primary need at assessment,2982,2093,392,16,295,104,13,0,40,29,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Primary need at assessment,3115,2738,93,24,97,123,10,c,11,16,c
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Primary need at assessment,3653,2286,205,26,287,604,41,53,91,60,0
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Primary need at assessment,3327,1487,163,54,144,1359,47,c,49,c,19
2018,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Primary need at assessment,1397,770,153,73,177,116,32,0,20,56,0
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Primary need at assessment,2836,2111,209,232,93,89,17,17,53,15,0
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Primary need at assessment,5429,2210,417,244,1867,449,73,c,93,51,c
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Primary need at assessment,2562,1788,25,51,245,234,35,c,57,c,102
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Primary need at assessment,2128,957,224,99,159,261,c,c,76,23,304
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Primary need at assessment,3449,2691,269,27,65,151,25,c,120,96,c
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Primary need at assessment,5430,2092,403,117,184,1645,78,7,200,658,46
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Primary need at assessment,3018,1852,149,21,202,189,27,55,52,25,446
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Primary need at assessment,4500,1329,172,186,405,947,99,10,113,77,1162
2018,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Primary need at assessment,232,138,22,7,18,20,c,c,11,11,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Primary need at assessment,9000,5324,486,133,860,579,187,c,289,c,1071
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Primary need at assessment,3586,3149,116,25,112,123,22,6,33,0,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Primary need at assessment,2715,1610,314,24,157,471,65,c,37,33,c
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Primary need at assessment,1315,811,89,55,50,186,38,c,29,53,c
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Primary need at assessment,3661,2962,129,20,168,211,12,6,109,16,28
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Primary need at assessment,1207,803,154,10,20,179,15,c,25,0,c
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Primary need at assessment,1503,425,139,161,490,45,91,c,138,c,12
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Primary need at assessment,6041,1421,607,52,1246,2257,c,c,177,102,164
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Primary need at assessment,3200,1100,545,403,108,671,156,23,27,7,160
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Primary need at assessment,1379,1058,172,15,48,54,19,0,13,0,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Primary need at assessment,2715,1354,162,83,218,682,112,24,48,32,0
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Primary need at assessment,3892,1321,525,28,486,1190,71,c,199,c,50
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Primary need at assessment,2609,1387,115,56,202,598,45,c,42,c,159
2018,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Primary need at assessment,3386,2107,467,157,191,342,24,10,88,0,0
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Primary need at assessment,1546,640,163,11,50,552,38,c,37,c,51
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Primary need at assessment,3425,2619,426,45,93,47,16,19,138,22,0
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Primary need at assessment,1356,731,178,53,121,124,40,c,106,c,0
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Primary need at assessment,7620,5000,1010,81,675,452,71,c,286,38,c
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Primary need at assessment,5053,1626,994,338,509,1496,48,22,20,0,0
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Primary need at assessment,2249,1501,323,29,104,153,26,c,83,c,14
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Primary need at assessment,4789,1133,151,55,178,425,32,c,38,c,2775
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Primary need at assessment,1651,1282,127,15,45,101,20,c,51,6,c
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Primary need at assessment,1323,1086,91,9,48,32,12,8,27,10,0
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Primary need at assessment,3650,2555,318,68,279,232,42,c,153,c,0
2018,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Primary need at assessment,1883,1244,152,12,104,180,35,c,145,7,c
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Primary need at assessment,993,405,51,91,75,228,77,c,13,c,49
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Primary need at assessment,2175,1007,56,42,286,171,59,c,46,c,494
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Primary need at assessment,3714,1564,311,50,394,1049,98,c,42,c,167
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Primary need at assessment,3134,1392,194,18,343,291,19,8,55,33,781
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Primary need at assessment,8285,1738,851,295,354,4769,46,28,203,c,c
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Primary need at assessment,1230,449,135,47,30,551,c,c,11,0,0
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Primary need at assessment,10019,2906,1055,84,1042,3577,168,19,1155,0,13
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Primary need at assessment,1945,1283,198,61,115,222,46,6,14,0,0
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Primary need at assessment,1874,681,419,142,239,244,50,c,89,c,c
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Primary need at assessment,4293,1769,264,211,396,626,105,12,121,39,750
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Primary need at assessment,1748,1140,131,29,76,237,35,c,96,c,0
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Primary need at assessment,1683,912,170,63,227,142,48,c,28,72,c
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Primary need at assessment,1223,740,172,44,55,110,35,10,28,29,0
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Primary need at assessment,2394,1826,200,21,162,95,7,18,64,c,c
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Primary need at assessment,7019,3152,774,26,812,1766,110,c,354,23,c
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Primary need at assessment,1021,339,162,24,179,250,36,0,31,0,0
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Primary need at assessment,7233,2410,360,281,411,249,97,12,206,82,3125
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Primary need at assessment,767,293,52,32,150,205,7,c,25,c,0
2018,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Primary need at assessment,969,352,135,48,84,93,12,c,23,c,217
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Primary need at assessment,1055,425,97,10,145,102,11,c,16,c,245
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Primary need at assessment,1094,555,68,36,132,227,9,0,15,52,0
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Primary need at assessment,3105,1819,256,72,312,472,30,c,141,c,0
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Primary need at assessment,3632,1411,443,270,462,435,75,c,c,148,372
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Primary need at assessment,3983,2102,613,130,437,406,28,7,25,185,50
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Primary need at assessment,2410,993,112,49,215,907,45,0,68,15,6
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Primary need at assessment,3864,2926,80,12,178,495,26,c,143,c,0
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Primary need at assessment,34,c,c,c,c,0,0,0,0,8,16
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Primary need at assessment,1199,401,207,34,313,205,c,0,29,0,c
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Primary need at assessment,1980,1466,168,146,17,42,43,13,29,56,0
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Primary need at assessment,1127,339,76,16,130,434,48,0,35,49,0
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Primary need at assessment,3193,2410,173,154,189,126,12,0,31,76,22
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Primary need at assessment,1659,699,232,19,483,191,13,c,17,c,c
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Primary need at assessment,2713,1388,200,101,296,285,209,21,37,36,140
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Primary need at assessment,1159,685,85,36,45,88,16,c,20,c,179
2018,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Primary need at assessment,2754,1598,434,41,138,465,9,c,66,0,c
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Primary need at assessment,1776,845,240,94,167,189,50,14,160,17,0
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Primary need at assessment,51,11,c,c,c,c,c,0,25,0,0
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Primary need at assessment,2806,1183,209,249,474,244,248,43,90,66,0
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Primary need at assessment,1513,786,198,76,134,165,30,11,102,11,0
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Primary need at assessment,2294,1219,141,101,290,179,86,31,112,17,118
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Primary need at assessment,2190,1188,250,43,208,233,99,9,156,c,c
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Primary need at assessment,923,264,55,53,178,165,104,c,96,0,c
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Primary need at assessment,3018,924,189,111,318,222,104,17,118,60,955
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Primary need at assessment,2567,1698,388,41,85,182,43,19,108,c,c
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Primary need at assessment,3915,1760,222,73,451,657,142,52,92,0,466
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Primary need at assessment,2810,1393,370,183,276,273,128,15,172,0,0
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Primary need at assessment,3158,1222,287,196,274,357,136,20,113,50,503
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Primary need at assessment,2818,1559,264,259,303,226,37,17,80,67,6
2018,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Primary need at assessment,1619,417,219,90,103,260,c,c,181,132,174
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Primary need at assessment,2173,1431,43,54,106,363,79,10,85,c,c
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Primary need at assessment,2107,847,276,49,259,433,100,c,140,0,c
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Primary need at assessment,1601,800,235,37,136,234,30,52,69,8,0
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Primary need at assessment,2852,1684,238,107,221,234,110,10,171,20,57
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Primary need at assessment,1862,831,327,47,210,304,52,7,79,c,c
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Primary need at assessment,5198,2958,375,57,365,508,97,c,832,0,c
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Primary need at assessment,2283,1080,186,131,340,225,97,8,118,81,17
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Primary need at assessment,2683,1403,432,81,195,173,54,109,150,78,8
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Primary need at assessment,2619,1220,350,143,115,432,173,37,86,0,63
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Primary need at assessment,1505,801,179,103,106,143,58,16,99,0,0
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Primary need at assessment,2273,1271,236,22,164,212,229,12,50,77,0
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Primary need at assessment,2545,1360,176,49,221,318,92,15,309,c,c
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Primary need at assessment,1984,1428,174,23,89,120,11,c,135,c,0
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Primary need at assessment,785,400,74,23,91,103,9,0,85,0,0
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Primary need at assessment,1434,655,78,69,163,255,40,6,95,10,63
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Primary need at assessment,2267,1487,374,47,71,145,59,c,81,0,c
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Primary need at assessment,793,357,79,19,113,113,22,c,86,c,0
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Primary need at assessment,1560,497,395,21,293,223,29,c,95,0,c
2018,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Primary need at assessment,2828,1115,438,147,261,348,76,30,146,163,104
2017,Reporting year,National,E92000001,England,,,,,,Primary need at assessment,389040,203610,36770,10860,35980,62320,7890,1670,12180,3580,14190
2017,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Primary need at assessment,23740,10890,2250,400,2770,5290,860,90,310,50,840
2017,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Primary need at assessment,57010,34870,4180,1120,4400,8570,960,110,720,310,1780
2017,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Primary need at assessment,40200,25580,2970,590,2130,4940,540,410,550,590,1900
2017,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Primary need at assessment,30370,14780,1950,930,4680,4280,450,130,750,800,1620
2017,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Primary need at assessment,44810,23580,3940,1310,3960,7560,950,200,1140,330,1840
2017,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Primary need at assessment,33320,19770,4210,760,2650,4060,470,90,1010,70,240
2017,Reporting year,Regional,E92000001,England,E12000007,London,,,,Primary need at assessment,68070,33000,7200,2820,6560,8390,2160,460,4480,620,2380
2017,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Primary need at assessment,58150,23710,5910,1830,5860,14280,1110,120,2610,340,2400
2017,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Primary need at assessment,33360,17430,4150,1100,2990,4950,390,70,610,480,1190
2017,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Primary need at assessment,29460,13150,2720,1510,3250,3790,980,220,1460,260,2120
2017,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Primary need at assessment,38610,19850,4480,1310,3310,4600,1180,240,3020,360,260
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Primary need at assessment,838,504,114,12,28,154,14,0,12,0,0
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Primary need at assessment,4097,2160,324,65,321,447,132,7,72,0,569
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Primary need at assessment,1742,441,171,23,200,802,76,c,22,c,0
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Primary need at assessment,1319,636,227,22,73,214,27,c,14,c,88
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Primary need at assessment,2074,987,260,29,183,592,13,c,9,c,0
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Primary need at assessment,2594,1339,226,58,287,330,103,24,59,0,168
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Primary need at assessment,1351,710,121,c,184,268,c,c,48,9,0
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Primary need at assessment,2485,912,306,52,505,550,141,c,14,c,0
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Primary need at assessment,1259,439,98,c,198,466,c,c,23,25,0
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Primary need at assessment,1214,655,127,15,163,227,17,0,6,c,c
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Primary need at assessment,2063,1147,148,35,263,370,38,24,22,0,16
2017,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Primary need at assessment,2704,957,130,80,362,873,289,c,10,c,0
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Primary need at assessment,1781,1161,127,c,209,254,7,c,19,0,0
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Primary need at assessment,1901,1202,124,97,159,96,15,c,c,26,176
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Primary need at assessment,2286,1550,159,33,143,310,27,7,56,c,c
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Primary need at assessment,1526,1104,187,17,79,56,17,0,21,13,32
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Primary need at assessment,1974,1028,116,34,557,192,9,0,38,0,0
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Primary need at assessment,2256,1309,217,85,124,402,50,c,18,c,48
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Primary need at assessment,3104,2140,267,83,193,328,28,0,6,38,21
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Primary need at assessment,1080,597,23,18,43,355,16,c,26,c,0
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Primary need at assessment,1230,558,62,32,138,368,65,c,6,c,0
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Primary need at assessment,8250,4989,668,113,580,1704,58,12,124,c,c
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Primary need at assessment,3496,2246,68,70,165,707,83,c,91,c,55
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary need at assessment,5170,2708,261,202,275,427,115,44,93,47,998
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Primary need at assessment,2550,1172,223,52,72,604,46,c,15,c,363
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Primary need at assessment,1787,1174,335,24,111,108,14,0,14,0,7
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Primary need at assessment,2401,1825,130,26,68,201,22,c,c,64,46
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary need at assessment,1861,671,159,50,247,630,79,c,22,c,c
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary need at assessment,1859,1066,269,28,75,332,68,c,20,c,0
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Primary need at assessment,1843,792,117,58,232,537,35,c,26,31,c
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Primary need at assessment,2761,2290,51,16,187,123,71,c,19,c,0
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Primary need at assessment,1470,598,108,18,347,260,71,c,21,44,c
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Primary need at assessment,1460,1126,37,16,80,137,19,c,21,16,c
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Primary need at assessment,2103,1513,244,30,165,122,16,c,12,0,c
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Primary need at assessment,2862,2051,232,17,146,312,27,20,28,16,13
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Primary need at assessment,1550,1064,137,16,72,180,c,c,6,25,45
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Primary need at assessment,3975,3214,252,18,236,156,12,32,43,12,0
